香港交易所代号,股票简称,上市日期
1027,中国集成控股,2015年2月13日
1028,千百度,2011年9月23日
1029,铁货,2010年10月21日
1030,新城发展,2012年11月29日
1031,金利丰金融,1996年7月23日
1033,中石化油服,1994年3月29日
1034,富汇建筑控股,2018年10月30日
1036,万科置业海外,1996年11月8日
1037,云智汇科技,1994年4月14日
1038,长江基建集团,1996年7月17日
1039,畅由联盟,2010年9月24日
1041,林达控股,1996年12月27日
1043,光宇国际集团,1999年11月17日
1044,恒安国际,1998年12月8日
1045,亚太卫星,1996年12月18日
1046,寰宇娱乐文化,1999年7月20日
1047,毅兴行,1994年4月25日
1049,时富投资,1994年4月27日
1050,嘉利国际,1996年12月16日
1051,国际资源,1994年4月29日
1052,越秀交通,1997年1月30日
1053,重庆钢铁股份,1997年10月17日
1055,中国南方航空股份,1997年7月31日
1057,浙江世宝,2006年5月16日
1058,粤海制革,1996年12月16日
1059,看通集团,1997年1月23日
1060,阿里巴巴影业,1994年5月12日
1061,亿胜生物科技,2001年6月27日
1062,国开国际投资,-
1063,新确科技,1994年5月10日
1064,中华国际,1997年10月13日
1065,天津创业环保股份,1994年5月17日
1066,威高股份,2004年2月27日
1068,雨润食品,2005年10月3日
1069,宝沙发展,2009年10月8日
1070,TCL多媒体,1999年11月26日
1071,华电国际电力股份,1999年6月30日
1072,东方电气,1994年6月6日
1073,浩伦农科,1999年11月25日
1075,首都信息,2001年12月21日
1076,博华太平洋,2002年2月11日
1079,松景科技,1999年11月26日
1080,胜利管道,2009年12月18日
1082,香港教育国际,2011年7月4日
1083,港华智慧能源,2001年4月20日
1084,绿新亲水胶体,2019年10月17日
1085,亨鑫科技,2010年12月23日
1086,好孩子国际,2010年11月24日
1087,泓淋科技,2010年11月16日
1088,中国神华,2005年6月15日
1089,乐游科技控股,2011年1月11日
1090,大明国际,2010年12月1日
1091,南方锰业,2010年11月18日
1093,石药集团,1994年6月21日
1094,中国公共采购,2002年7月3日
1096,中能国际控股,2011年9月28日
1097,有线宽频,1999年11月24日
1098,路劲基建,1996年7月4日
1099,国药控股,2009年9月23日
1100,飞达控股,2000年12月13日
1101,华荣能源,2010年11月19日
1102,环能国际,2003年2月18日
1103,大生农业金融,2005年7月13日
1104,亚太资源,1998年12月29日
1105,星岛,1996年7月10日
1106,铭霖控股,2003年6月25日
1107,当代置业,2013年7月12日
1108,洛阳玻璃股份,1994年7月8日
1109,华润置地,1996年11月8日
1110,金活医药,2010年11月25日
1112,H&H国际控股,2010年12月17日
1113,长实集团,2015年6月3日
1114,华晨中国,1999年10月22日
1115,西藏水资源,2011年6月30日
1116,美亚控股,2004年6月21日
1117,现代牧业,2010年11月26日
1118,高力集团,1994年7月15日
1119,创梦天地,2018年12月6日
1120,雅视光学,1996年11月8日
1121,金阳新能源,2011年1月28日
1122,庆铃汽车股份,1994年8月17日
1123,中港照相,1994年9月19日
1124,沿海家园,1997年10月16日
1125,丽丰控股,1997年11月28日
1126,德林国际,2002年2月7日
1127,狮子山集团,2011年7月25日
1128,永利澳门,2009年10月9日
1129,中国水业集团,2002年1月17日
1130,中国环境资源,1997年6月3日
1131,鸿宝资源,1997年3月19日
1132,橙天嘉禾,1994年11月23日
1133,哈尔滨电气,1994年12月16日
1134,恒发光学,2019年7月16日
1137,香港科技探索,1997年8月4日
1138,中远海能,1994年11月11日
1139,华多利集团,1998年2月16日
1140,华科资本,2003年3月20日
1141,民银资本,1998年3月12日
1142,能源及能量环球,2002年11月8日
1143,环亚国际医疗集团,2011年1月27日
1145,勇利投资,2011年6月24日
1146,中国服饰控股,2011年12月9日
1147,伊登软件,2020年5月13日
1148,新晨动力,2013年3月13日
1150,米兰站,2011年5月23日
1151,依利安达,2011年7月8日
1152,正干金融控股,2011年10月28日
1153,佳源服务,2020年12月9日
1156,China New Energy,2020年7月15日
1157,中联重科,2010年12月23日
1159,星光文化,1998年3月13日
1160,优创金融,2004年4月2日
1161,奥思集团,2002年3月11日
1162,莹岚集团,-
1163,虎视传媒,2020年7月10日
1164,中广核矿业,2002年2月7日
1165,顺风清洁能源,2011年7月13日
1166,星凯控股,1996年12月12日
1167,加科思,2020年12月21日
1168,百仕达控股,1998年6月8日
1170,信星集团,1994年9月29日
1171,兖州煤业股份,1998年4月1日
1172,融太集团,1996年6月12日
1173,威高国际,1999年4月19日
1176,珠光控股,1996年12月9日
1177,中国生物制药,2000年9月29日
1179,华住集团,2020年9月22日
1180,汇彩控股,1997年1月20日
1181,唐宫中国,2011年4月19日
1182,胜龙国际,1994年10月17日
1183,澳能建设,2018年2月13日
1184,时捷集团,1994年10月17日
1185,中国航天万源,1997年8月11日
1186,中国铁建,2008年3月13日
1188,正道集团,1995年4月6日
1189,大湾区聚变力量,1997年10月6日
1190,航标控股,2012年7月13日
1192,泰山石化,1998年6月17日
1193,华润燃气,1994年11月7日
1194,湾区黄金,2004年10月12日
1195,京维集团,2001年5月17日
1196,伟禄集团,1997年1月20日
1198,皇朝家居,2002年5月15日
1199,中远海运港口,1994年12月19日
1200,美联集团,1995年6月8日
1201,天臣控股,1998年6月23日
1202,成都普天电缆,1994年12月13日
1203,广南（集团）,1994年12月9日
1204,博维智慧,2022年7月15日
1205,中信资源,1997年9月8日
1206,同方泰德,2011年10月27日
1207,上置集团,1999年12月10日
1208,五矿资源,1994年12月15日
1209,华润万象生活,2020年12月9日
1210,克莉丝汀,2012年2月23日
1211,比亚迪股份,2002年7月31日
1213,万保刚集团,2001年5月7日
1215,开源控股,1997年1月17日
1216,中原银行,2017年7月19日
1217,中国创新投资,2002年8月28日
1218,永义国际,1995年1月30日
1220,志道国际,1997年9月23日
1221,信和酒店,1995年3月8日
1222,宏安集团,1995年2月28日
1223,新沣集团,1995年3月1日
1224,中渝置地,1999年4月30日
1225,隆成金融,1998年12月18日
1226,中国投融资,2002年9月19日
1227,国盛投资,2002年9月27日
1228,北海康成,2021年12月10日
1229,南南资源,1995年4月13日
1231,新矿资源,2011年7月4日
1232,金轮天地控股,2013年1月16日
1233,时代中国控股,2013年12月11日
1234,中国利郎,2009年9月25日
1235,专业旅运,2011年9月29日
1237,中科生物,2012年7月6日
1238,宝龙地产,2009年10月14日
1239,Teamway Intl Gp,2011年11月18日
1240,青建国际,2012年10月18日
1241,双桦控股,2011年6月30日
1243,宏安地产,2016年4月12日
1244,3D Medicines Inc.,2022年12月15日
1245,Niraku,2015年4月8日
1246,保集健康,2013年10月16日
1247,米格国际控股,2014年1月15日
1250,北控清洁能源,2013年7月5日
1251,华油能源,2011年12月23日
1252,天瑞水泥,2011年12月23日
1253,中国绿地博大绿泽,2014年7月21日
1255,TATA健康,2013年7月11日
1257,中国光大绿色环保,2017年5月8日
1258,中国有色矿业,2012年6月29日
1259,未来发展控股,2011年7月15日
1260,皓天财经集团,2012年3月30日
1262,蜡笔小新食品,2011年12月9日
1263,柏能集团,2012年1月12日
1265,天津津燃公用,2004年1月9日
1266,西王特钢,2012年2月23日
1268,美东汽车,2013年12月5日
1269,首控集团,2011年11月23日
1270,朗廷-SS,2013年5月30日
1271,佳明集团,2013年8月9日
1272,大唐环境,2016年11月15日
1273,香港信贷,2013年10月2日
1277,力量能源,2012年3月23日
1278,中国新城镇,2010年10月22日
1280,奇点国际,2010年3月25日
1281,隆基泰和智慧能源,2012年1月12日
1282,宝新金融,2010年12月15日
1283,高升集团控股,2019年10月18日
1284,新传企划,2023年7月17日
1285,嘉士利集团,2014年9月25日
1286,鹰普精密工业,2019年6月28日
1288,中国农业银行,2010年7月16日
1289,盛力达科技,2014年11月11日
1290,中国汇融金融,2013年10月28日
1292,重庆长安民生物流,2006年2月23日
1293,广汇宝信,2011年12月14日
1297,擎天科技,2013年7月9日
1298,云能国际,2011年12月21日
1299,友邦保险,2010年10月29日
1300,俊知集团,2012年3月19日
1301,德基科技控股,2015年5月27日
1302,先健科技,2011年11月10日
1303,汇力资源,2012年1月12日
1305,伟志控股,2014年11月18日
1308,海丰国际,2010年10月6日
1310,香港宽频,2015年3月12日
1312,同方康泰,2012年1月18日
1313,华润水泥,2009年10月6日
1314,翠华控股,2012年11月26日
1315,绿色经济,2012年1月18日
1316,耐世特,2013年10月7日
1317,枫叶教育,2014年11月28日
1319,霭华押业信贷,2013年3月12日
1321,中国新城市,2014年7月10日
1322,创达科技,2012年4月13日
1323,华盛国际控股,2011年1月13日
1326,传递娱乐,2012年10月31日
1327,励时集团,2015年1月30日
1328,金涌投资,2007年10月16日
1329,首创钜大,2012年4月2日
1330,绿色动力环保,2014年6月19日
1332,透云生物,2012年7月12日
1335,顺泰控股,2012年7月13日
1336,新华保险,2011年12月15日
1338,霸王国际,2009年7月3日
1339,中国人保,2012年12月7日
1340,惠生国际,2014年2月28日
1341,昊天国际建投,2015年12月10日
1342,硅谷天堂黄金,-
1343,伟源控股,2020年3月12日
1345,中国先锋医药,2013年11月5日
1346,利华控股集团,2019年11月13日
1347,华虹半导体,2014年10月15日
1348,滉达富,2013年1月23日
1349,复旦张江,2002年8月13日
1351,辉煌明天,2020年11月11日
1355,朸濬国际,2011年7月15日
1357,美图,2016年12月15日
1358,普华和顺,2013年11月8日
1359,中国信达,2013年12月12日
1360,诺发集团,2013年11月6日
1361,361度,2009年6月30日
1362,新龙移动,2015年1月15日
1363,中滔环保,2013年9月25日
1365,润东汽车,2014年8月12日
1367,广州基金国际,2014年7月11日
1368,特步国际,2008年6月3日
1370,奥威控股,2013年11月28日
1371,中国生态旅游,2001年10月26日
1372,中国碳中和,2013年12月11日
1373,国际家居零售,2013年9月25日
1375,中州证券,2014年6月25日
1376,Raffles Interior,2020年5月7日
1378,中国宏桥集团,2011年3月24日
1379,温岭工量刃具,2020年12月30日
1380,中国金石,2011年3月18日
1381,粤丰环保,2014年12月29日
1382,互太纺织,2007年5月18日
1383,太阳城集团,2007年2月22日
1385,上海复旦,2000年8月4日
1387,中国地利,2008年10月22日
1388,安莉芳控股,2006年12月18日
1389,美捷汇控股,2014年1月10日
1393,恒鼎实业,2007年9月21日
1395,强泰环保,2014年9月26日
1396,粤港湾控股,2013年10月31日
1397,碧瑶绿色集团,2014年5月22日
1398,工商银行,2006年10月27日
1399,锐信控股,2006年12月21日
1400,满地科技股份,2014年4月25日
1401,Sprocomm Intelligence,2019年11月13日
1402,超智能控股,-
1405,达势股份,-
1406,清晰医疗,2022年2月18日
1407,交运燃气,2022年11月16日
1408,濠江机电,2020年9月11日
1410,安领国际,-
1412,隽思集团,2020年1月16日
1413,广联工程控股,2021年3月11日
1415,高伟电子,2015年3月31日
1416,CTR Holdings,2020年1月15日
1417,浦江中国,2017年12月11日
1418,盛诺集团,2014年7月10日
1419,盈健医疗,2016年4月1日
1420,川控股,2016年6月8日
1421,工盖有限公司,2013年12月30日
1425,捷隆控股,2019年11月28日
1426,春泉产业信托,2013年12月5日
1427,中国天保集团,2019年11月11日
1428,耀才证券,2010年8月25日
1429,天任集团,2020年9月29日
1430,苏创燃气,2015年3月11日
1431,原生态牧业,2013年11月26日
1432,中国圣牧,2014年7月15日
1433,常达控股,2020年3月12日
1439,移动互联（中国）,2014年1月13日
1440,德运控股,2021年1月13日
1442,Infinity L&T,2020年1月21日
1443,富临集团,2014年11月13日
1446,鸿福堂,2014年7月4日
1447,新福港,2015年12月10日
1448,福寿园,2013年12月19日
1449,立德教育,2020年8月6日
1450,世纪睿科,2014年7月7日
1451,万成集团股份,2018年6月1日
1452,迪诺斯环保,2015年11月12日
1455,科利实业,2020年9月15日
1456,国联证券,2015年7月6日
1458,周黑鸭,2016年11月11日
1459,巨匠建设,2016年1月12日
1460,扬科集团,2015年3月18日
1461,中泰期货,2015年7月7日
1462,金诚控股,2014年10月16日
1463,C-Link Squared,2020年3月27日
1466,钱唐控股,2014年10月17日
1468,京基金融国际,2012年8月24日
1469,结好金融,2016年4月8日
1470,富一国际控股,2015年5月12日
1472,生兴控股,2020年3月17日
1473,环联连讯,2021年2月19日
1475,日清食品,2017年12月11日
1476,恒投证券,2015年10月15日
1477,欧康维视,2020年7月10日
1478,丘钛科技,2014年12月2日
1480,恩达集团控股,2014年12月8日
1481,竣球控股,-
1483,网誉科技,2013年12月10日
1486,思城控股,2013年12月20日
1488,百福控股,2011年6月27日
1490,车市科技,2021年1月15日
1495,集一控股,2015年11月6日
1496,亚积邦租贷,2016年4月8日
1498,培力农本方,2015年7月8日
1499,欧科云链,2015年9月2日
1500,现恒建筑,2015年4月16日
1501,康德莱医械,2019年11月8日
1502,金融街物业,2020年7月6日
1503,招商局商业房托,2019年12月10日
1508,中国再保险,2015年10月26日
1509,和美医疗,2015年7月7日
1513,丽珠集团,2014年1月16日
1515,华润医疗,2013年11月29日
1516,融创服务,2020年11月29日
1518,新世纪医疗,2017年1月18日
1520,天机控股,2013年12月3日
1521,方达控股,2019年5月30日
1522,京投交通科技,2012年5月16日
1523,珩湾科技,2016年7月13日
1526,瑞慈医疗,2016年10月6日
1527,天洁环境,2015年10月12日
1528,红星美凯龙,2015年6月26日
1529,乐氏国际控股,-
1530,三生制药,2015年6月11日
1532,中国派对文化,2015年10月16日
1533,庄园牧场,2015年10月15日
1536,煜荣集团,2017年1月11日
1538,中奥到家,2015年11月25日
1539,汇能集团,2015年3月24日
1540,澳狮环球,2018年10月8日
1542,台州水务,2019年12月31日
1543,中盈盛达融资担保,2015年12月23日
1545,设计都会,2019年4月25日
1546,德莱建业,-
1547,IBI Group,2016年10月14日
1548,金斯瑞生物科技,2015年12月30日
1549,永丰集团控股,2016年7月6日
1551,广州农村商业银行,2017年6月20日
1552,BHCC Holding,2012年5月16日
1553,迈科管业,2019年12月18日
1555,MI能源,2010年12月14日
1556,建业建荣,2015年11月11日
1557,剑虹集团控股,2016年3月18日
1558,东阳光药,2015年12月29日
1559,均安控股,2015年3月27日
1560,星星集团,2016年7月13日
1561,联洋智能控股,2015年12月1日
1563,友联租赁,2019年3月15日
1565,成实外教育,2016年1月15日
1566,华夏文化科技,2015年3月12日
1568,承达集团,2015年12月29日
1569,民生教育,2017年3月22日
1570,伟业控股,2016年4月6日
1571,信邦控股,2017年6月28日
1572,中国艺术金融,2016年11月8日
1573,南方能源,2016年7月13日
1575,慕容家居,2017年1月12日
1576,齐鲁高速,2018年7月19日
1577,汇鑫小贷,2016年9月30日
1578,天津银行,2016年3月30日
1579,颐海国际,2016年7月13日
1580,大森控股,2016年12月19日
1581,进昇集团控股,2016年12月8日
1582,华营建筑,2019年10月16日
1583,亲亲食品,2016年7月8日
1585,雅迪集团,2016年5月19日
1586,力鸿检验,2016年7月12日
1587,欣融国际,2018年6月27日
1588,畅捷通,2014年6月26日
1589,中国物流资产,-
1591,汛和集团,2016年9月28日
1592,基石控股,2018年7月4日
1593,辰林教育,2019年12月13日
1596,翼辰实业,2016年12月21日
1597,纳泉能源科技,2020年10月20日
1598,21世纪教育,2018年5月29日
1599,城建设计,2014年7月8日
1600,天伦燃气,2010年11月10日
1601,中关村科技租赁,2020年1月21日
1606,国银租赁,2016年7月11日
1608,伟能集团,2016年11月24日
1609,创建集团控股,2016年10月17日
1610,中粮家佳康,2016年11月1日
1611,火币科技,2016年11月21日
1612,永胜医疗,2016年7月13日
1613,协同通信,2012年4月18日
1615,奥邦建筑,2018年9月10日
1616,一元宇宙,2012年7月12日
1617,南方通信,2016年12月12日
1618,中国中冶,2009年9月24日
1620,富盈环球集团,2018年6月28日
1621,域高国际控股,2018年3月5日
1622,力高地产,2014年1月30日
1623,海隆控股,2011年4月21日
1626,嘉耀控股,-
1627,安保工程控股,2017年2月20日
1628,禹洲地产,2009年11月2日
1629,盟科控股,2016年11月25日
1630,建成控股,2017年6月16日
1631,REF Holdings,-
1632,民商创科,2016年11月29日
1633,上谕集团,2016年11月11日
1635,大众公用,2016年12月5日
1636,中国金属利用,2014年2月21日
1637,顺兴集团控股,2017年1月3日
1638,佳兆业,2009年12月9日
1640,瑞诚中国传媒,2019年11月12日
1643,现代中药,2021年1月15日
1647,雄岸科技,2017年3月30日
1649,内蒙古能建,2017年7月18日
1650,Hygieia Group,2020年7月3日
1651,津上机床中国,2017年9月25日
1652,福森药业,2018年7月11日
1653,MOS House,2018年10月19日
1655,Okura Holdings,2017年5月15日
1656,亿仕登控股,2017年1月12日
1657,桦欣控股,-
1658,邮储银行,2016年9月28日
1660,兆邦基地产,2017年2月10日
1661,智美体育,2013年7月11日
1662,义合控股,2015年12月18日
1663,汉港控股,2011年7月22日
1665,槟杰科达,2018年1月19日
1666,同仁堂科技,2000年10月31日
1667,进阶发展,2017年4月7日
1668,华南城,2009年9月30日
1669,环球信贷集团,2014年12月12日
1671,天保能源,2018年4月27日
1672,歌礼制药,2018年8月1日
1673,华章控股,2013年5月16日
1675,亚信科技,2018年12月19日
1676,中国升海食品,2017年7月18日
1679,瑞斯康集团,2017年6月9日
1680,澳门励骏,2013年7月5日
1681,康臣药业,2013年12月19日
1682,杭品生活科技,2010年10月5日
1683,旷逸国际,2015年9月8日
1685,博耳电力,2010年10月20日
1686,新意网集团,-
1689,华禧控股,2013年12月6日
1690,立基工程控股,-
1691,JS环球生活,2019年12月18日
1692,登辉控股,2019年10月25日
1693,璋利国际,2017年8月9日
1695,椰丰集团,2017年7月11日
1696,复锐医疗科技,2017年9月19日
1697,山东国信,2017年12月8日
1698,腾讯音乐,2022年9月21日
1699,普甜食品,2012年7月13日
1701,途屹控股,2019年6月28日
1702,东光化工,2017年7月11日
1703,首澧控股,2019年2月15日
1705,宾仕国际,2018年3月14日
1706,双运控股,2017年11月15日
1707,致浩达控股,2017年10月12日
1708,三宝科技,2004年6月9日
1709,德林控股,-
1710,致丰工业电子,2017年11月23日
1711,欧化国际,2018年1月29日
1712,龙资源,2018年11月5日
1713,四川能投发展,2018年12月28日
1715,米技国际控股,2018年7月16日
1716,毛记葵涌,2018年3月28日
1717,澳优乳业,2009年10月8日
1718,宏基集团控股,2015年8月11日
1719,中国通商集团,-
1720,普天通信集团,2017年11月9日
1721,FSM Holdings,2018年7月16日
1722,建鹏控股,2017年12月15日
1723,港亚控股,2018年9月27日
1725,香港航天科技,2018年8月16日
1726,HKE Holdings,2018年4月18日
1727,河北建设,2017年12月15日
1728,正通汽车,2010年12月10日
1729,汇聚科技,2018年2月13日
1730,LHN,2017年12月29日
1731,其利工业集团,2018年7月13日
1732,象兴国际,-
1733,易大宗,2010年10月11日
1735,中环控股,2018年3月29日
1736,中国育儿网络,-
1737,亚洲实业集团,2018年3月14日
1738,飞尚无烟煤,2014年1月22日
1739,齐屹科技,2018年7月12日
1740,新石文化,2020年1月16日
1741,日赢控股,2018年10月16日
1742,HPC Holdings,2018年5月11日
1745,驴迹科技,2020年1月17日
1746,万顺集团控股,2018年7月11日
1747,Home Control International,2019年11月14日
1748,信源企业,2018年9月26日
1749,杉杉品牌,2018年6月27日
1750,全达电器集团控股,2018年5月11日
1751,景联集团,-
1752,澳洲成峰高教,2018年5月11日
1753,兑吧,2019年5月7日
1755,新城悦,2018年11月6日
1756,中国职业教育,2019年11月25日
1757,俊裕地基,2018年6月7日
1758,博骏教育,2018年7月31日
1759,中油洁能控股,2018年12月28日
1760,英恒科技,2018年7月12日
1761,宝宝树集团,2018年11月27日
1762,万咖壹联,2018年12月21日
1763,中国同辐,2018年7月6日
1765,希望教育,2018年8月3日
1766,中国中车,2008年8月21日
1767,TS Wonders,2019年1月14日
1769,思考乐教育,2019年6月21日
1771,新丰泰集团,2014年5月15日
1772,赣锋锂业,2018年10月11日
1773,天立国际控股,2018年7月12日
1775,精英汇集团,2018年7月13日
1776,广发证券,2015年4月10日
1777,花样年控股,2009年11月25日
1778,彩生活,2014年6月30日
1780,B & D Strategic,2019年4月30日
1781,新昌创展控股,2018年10月4日
1782,飞思达科技,-
1783,金仑控股有限公司,2018年8月22日
1785,成都高速公路,2019年1月15日
1786,铁建装备,2015年12月16日
1787,山东黄金矿业,2018年9月28日
1788,国泰君安,2010年7月8日
1789,爱康医疗,2017年12月20日
1790,达力环保,2018年11月29日
1791,OCC CABLES,-
1792,CMON Limited,-
1793,伟工控股,2019年2月27日
1795,亚东集团,2020年11月18日
1796,耀高控股,2018年12月31日
1797,东方甄选,2019年3月28日
1798,大唐新能源,2010年12月17日
1799,新特能源,2015年12月30日
1800,中国交通建设,2006年12月15日
1801,信达生物,2018年10月31日
1802,文业集团控股,2020年1月14日
1803,北京体育文化,2012年1月16日
1806,汇付天下,2018年6月15日
1808,企展控股,2007年1月11日
1809,浦林成山,2018年10月9日
1810,小米集团 - W,2018年7月9日
1811,中广核新能源,2014年10月3日
1812,晨鸣纸业,2008年6月18日
1813,合景泰富,2007年7月3日
1815,金猫银猫,2018年3月13日
1816,中广核电力,2014年12月10日
1817,慕尚集团控股,2019年5月27日
1818,招金矿业,2006年12月8日
1820,济丰包装,2018年12月21日
1821,ESR Cayman,2019年11月1日
1822,弘达金融控股,2009年12月16日
1823,华昱高速,2009年12月23日
1825,美臻集团,2018年10月19日
1826,丰展控股,-
1827,卓珈控股,-
1830,完美医疗,2012年2月10日
1831,十方控股,2010年12月3日
1832,海天地悦旅,2019年5月16日
1833,平安好医生,2018年5月4日
1835,瑞威资管,2018年11月13日
1836,九兴控股,2007年7月6日
1837,五谷磨房,2018年12月12日
1838,中国地产,2007年2月23日
1839,中集车辆,2019年7月11日
1841,优越集团,-
1842,植华集团,2019年6月28日
1843,快餐帝国,2019年10月23日
1845,维港环保科技,2019年1月3日
1846,德视佳,2019年10月15日
1847,云南建投混凝土,2019年10月31日
1848,中国飞机租赁,2014年7月11日
1849,秀商时代控股,2019年6月26日
1850,海鑫集团,-
1851,银杏教育,2019年1月18日
1853,春城热力,2019年10月24日
1854,中国万天控股,-
1855,中邦环境,2021年1月6日
1856,依波路,2014年7月11日
1857,中国光大水务,2019年5月8日
1858,春立医疗,2015年3月11日
1859,煜盛文化,2020年3月13日
1860,汇量科技,2018年12月12日
1861,保宝龙科技,2019年6月21日
1862,景瑞控股,2013年10月31日
1863,中国龙天集团,2010年4月29日
1865,管道工程,2019年3月27日
1866,中国心连心化肥,2009年12月8日
1867,标准发展集团,-
1868,同方友友,2006年12月15日
1869,利宝阁集团,-
1870,益美国际控股,2019年11月8日
1871,向中国际,2019年10月24日
1872,冠轈控股,2019年2月28日
1873,维亚生物,2019年5月9日
1875,东曜药业,2019年11月8日
1876,百威亚太,2019年9月30日
1877,君实生物,2018年12月24日
1878,南戈壁能源,2010年1月29日
1880,中国中免,2022年8月25日
1881,富豪产业信托,2007年3月30日
1882,海天国际,2006年12月22日
1883,中信国际电讯,2007年4月3日
1884,eprint集团,2013年12月3日
1886,汇源果汁,2007年2月23日
1888,建滔积层板,2006年12月7日
1889,三爱健康集团,2007年2月1日
1890,中国科培,2019年1月25日
1891,兴合控股,2019年3月15日
1894,恒益控股,2018年10月12日
1895,鑫苑服务,2019年10月11日
1896,猫眼娱乐,2019年2月4日
1897,美亨实业,2019年3月19日
1898,中煤能源,2006年12月19日
1899,兴达国际,2006年12月21日
1900,中国智能交通,2010年7月15日
1901,飞扬集团,2019年6月28日
1902,银城国际控股,2019年3月6日
1903,JBB Builders,2019年5月10日
1905,海通恒信,2019年6月3日
1906,博尼控股,2019年4月26日
1907,中国旭阳集团,2019年3月15日
1908,建发国际集团,2012年12月14日
1909,火岩控股,-
1910,新秀丽,2011年6月16日
1911,华兴资本控股,2018年9月27日
1912,康特隆,2019年7月16日
1913,普拉达,2011年6月24日
1915,泰和小贷,-
1916,江西银行,2018年6月26日
1917,豆盟科技,2019年3月14日
1918,融创中国,2010年10月7日
1919,中远海控,2005年6月30日
1920,恒新丰控股,2019年8月16日
1921,达力普控股,2019年11月8日
1922,银城生活服务,2019年11月6日
1925,旷世控股,2020年1月16日
1927,久久王,2021年3月16日
1928,金沙中国,2009年11月30日
1929,周大福,2011年12月15日
1930,勋龙汽车,2019年6月28日
1931,华检医疗,2019年7月12日
1932,中漆集团,2017年7月10日
1933,元力控股,2018年3月2日
1935,嘉宏教育,2019年6月18日
1936,利特米,2020年5月13日
1937,佳辰控股,2020年1月17日
1938,珠江钢管,2010年2月10日
1939,东京中央拍卖,2018年10月11日
1940,CGIL Holdings,2020年12月29日
1941,烨星集团,2020年3月13日
1942,MOG HOLDINGS,2020年4月15日
1943,银涛控股,2019年6月28日
1945,清科创业,2020年12月30日
1947,美皓医疗,2022年12月14日
1948,优矩控股,2021年11月8日
1949,Platt Nera International,2019年7月16日
1950,帝王实业控股,2020年3月12日
1951,锦欣生殖,2019年6月25日
1952,云顶新耀,2020年10月9日
1953,Rimbaco Group Global,2020年4月28日
1955,庄臣控股,2019年10月16日
1957,MBV International,2020年7月8日
1958,北京汽车,2014年12月19日
1959,世纪联合控股,2019年10月18日
1960,TBK & Sons Holdings,2019年9月30日
1961,多牛科技,2020年3月17日
1962,训修实业,2017年7月12日
1963,重庆银行,2013年11月6日
1965,朗诗绿色生活,2021年7月8日
1966,中骏集团,2010年2月5日
1967,信恳智能,2019年10月18日
1968,兴纺控股,2018年7月16日
1969,中国春来,2018年9月13日
1970,IMAX中国,2015年10月8日
1971,弘阳服务,2020年7月7日
1972,太古地产,2012年1月18日
1975,新兴印刷,2017年11月16日
1977,安乐工程,2019年7月12日
1978,叙福楼集团,2018年5月30日
1979,天宝集团,2015年12月11日
1980,天鸽互动,2014年7月9日
1981,华夏视听教育,2020年7月15日
1982,南旋控股,2016年4月12日
1983,泸州银行,2018年12月17日
1985,美高域,2017年3月8日
1986,彩客新能源,2015年7月3日
1987,Beng Soon Machinery,2019年11月8日
1988,民生银行,2009年11月26日
1989,松龄护老集团,2017年2月15日
1990,兴华港口,2018年2月12日
1991,大洋集团,2007年6月8日
1992,复星旅游文化,2018年12月14日
1993,雅仕维,2015年1月15日
1995,旭辉永升服务,2018年12月17日
1996,弘阳地产,2018年7月12日
1997,九龙仓置业,2017年11月23日
1998,飞克国际,2010年3月29日
1999,敏华控股,2010年4月9日
2000,晨讯科技,2005年6月30日
2001,新高教集团,2017年4月19日
2002,阳光纸业,2007年12月12日
2003,维信金科,2018年6月21日
2005,石四药集团,2005年12月20日
2007,碧桂园控股,2007年4月20日
2008,凤凰卫视,2008年12月5日
2009,北京金隅,2009年7月29日
2011,中国恒泰集团,2011年1月12日
2012,阳光油砂,2012年3月1日
2013,微盟,2019年1月15日
2014,浩泽净水,2014年6月17日
2015,理想汽车,2021年8月12日
2016,浙商银行,2016年3月30日
2017,沧海控股,2017年3月31日
2018,瑞声科技,2005年8月9日
2019,德信中国,2019年2月26日
2020,安踏体育,2007年7月10日
2022,游莱互动,2017年12月15日
2023,中国绿岛科技,2013年10月11日
2025,瑞丰动力,2018年1月5日
2028,映美控股,2005年6月29日
2030,卡宾,2013年10月28日
2031,澳至尊,2016年9月12日
2033,时计宝,2013年2月5日
2038,富智康集团,2005年2月3日
2039,中集集团,2012年12月19日
2048,易居企业控股,2018年7月20日
2051,51信用卡,2018年7月13日
2057,中通快递,2020年9月29日
2060,浦江国际,2019年5月28日
2066,盛京银行,2014年12月29日
2068,中铝国际工程,2012年7月6日
2076,BOSS直聘－W,2022年12月22日
2078,荣阳实业,2013年2月5日
2080,奥克斯国际,2014年1月23日
2086,海航科技投资,2015年9月29日
2088,西王置业,2005年12月9日
2096,先声药业,2020年10月27日
2098,卓尔集团,2011年7月13日
2099,中国黄金国际,2010年12月1日
2100,百奥家庭互动,2014年4月10日
2101,福禄控股,2020年9月18日
2102,德利机械,2020年10月6日
2105,来凯医药－Ｂ,2023年6月29日
2107,第一服务控股,2020年10月22日
2108,K2 F&B Holdings,2019年3月6日
2110,裕勤控股,2020年12月7日
2111,超盈国际,2014年5月23日
2112,优库资源,2013年7月3日
2113,世纪集团国际,2016年10月17日
2115,捷心隆,2020年10月15日
2116,江苏创新,2018年3月28日
2117,大唐集团控股,2020年12月11日
