Listed Company's English Name,Listed Company's Chinese Name,Stock Code,Listing Status,Director's English Name,Director's Chinese Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd)
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,CHOI Ping Chung,蔡炳中,Independent Non Executive Director,,2023-06-29,
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,DOCHI Junko,土地順子,Independent Non Executive Director,,2020-06-23,
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,FUKAYAMA Tomoharu,深山友晴,Executive Director,,2020-06-23,
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,JIN Hua Shu,金華淑,Non Executive Director,,2021-06-25,
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,LAI Yuk Kwong,黎玉光,Executive Director,,2017-06-23,
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,LEE Ching Ming Adrian,李澄明,Independent Non Executive Director,,2016-10-01,
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,MITSUFUJI Tomoyuki,三藤智之,Non Executive Director,Chairman,2021-06-25,
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,SHING Mo Han Yvonne,盛慕嫻,Independent Non Executive Director - A/F,,2020-06-23,
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,WEI Ai Guo,魏愛國,Executive Director,,2022-06-23,
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,TAKENAKA Daisuke,竹中大介,Executive Director,,2020-06-23,2023-06-29
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,FUNG Tony,馮興源,Executive Director,,2019-06-21,2021-08-31
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,HAYASHI Kenji,,Independent Non Executive Director,,2016-06-24,2021-06-25
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,LUK Mei Yan,陸美恩,Independent Non Executive Director - A/F,,2021-06-25,2021-06-25
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,MANGETSU Masaaki,万月雅明,Non Executive Director,,2017-06-23,2021-06-25
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,KOH Yik Kung,高藝菎,Executive Director,,2001-06-21,2020-06-23
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,TANAKA Hideo,田中秀夫,Executive Director,,2015-06-26,2020-06-23
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,WONG Hin Wing,黃顯榮,Independent Non Executive Director - A/F,,2004-10-13,2020-06-23
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,FUKAYAMA Tomoharu,深山友晴,Executive Director,,2016-06-24,2019-06-21
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,HOSOKAWA Toru,,Executive Director,,2016-06-24,2019-01-31
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,MORIYAMA Takamitsu,,Non Executive Director,Chairman,2016-06-24,2017-06-23
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,WADA Kiyoshi,和田清,Executive Director,,2015-06-26,2017-06-23
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,IP Yuk Keung,葉毓強,Independent Non Executive Director,,2013-09-19,2016-10-01
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,KOSAKA Masanori,小坂昌範,Non Executive Director,Chairman,2013-06-18,2016-06-24
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,LAI Yuk Kwong,黎玉光,Executive Director,,2015-06-26,2016-06-24
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,TONG Jun,佟君,Independent Non Executive Director,,2009-09-23,2016-06-24
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,FONG Chung Leung Gerald,方仲良,Executive Director,,2014-06-17,2015-06-26
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,FUNG Kam Shing Barry,馮錦成,Executive Director,Managing Director,2006-06-14,2015-06-26
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,KAWAHARA Tomoyuki,川原智之,Executive Director,,2014-06-17,2015-06-26
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,LAI Yuk Kwong,黎玉光,Non Executive Director,,2012-07-21,2015-06-26
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,MISAKI Tomoko,美崎智子,Non Executive Director,,2013-12-21,2014-06-17
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,CHAN Fung Kuen Dorothy,陳鳳娟,Executive Director,,2011-06-17,2014-01-31
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,MISAKI Tomoko,美崎智子,Executive Director,,2013-06-18,2013-12-21
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,HUI Ching Shan,許青山,Independent Non Executive Director,,2006-06-26,2013-09-19
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,KAWAHARA Tomoyuki,川原智之,Executive Director,,2006-06-14,2013-06-18
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,MIZUNO Masao,,Non Executive Director,Chairman,2011-06-17,2013-06-18
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,LAI Yuk Kwong,黎玉光,Executive Director,,1999-06-16,2012-07-21
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,KOSAKA Masanori,小坂昌範,Non Executive Director,,2011-06-17,2012-06-15
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,SHIMAKATA Toshiya,島方俊哉,Executive Director,,2010-06-18,2012-06-15
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,IKENISHI Takatoshi,池西孝年,Non Executive Director,,2008-09-23,2011-06-17
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,KAMITANI Kazuhide,神谷和秀,Non Executive Director,Chairman,2002-06-20,2011-06-17
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,KOSAKA Masanori,小坂昌範,Executive Director,Managing Director,2002-04-25,2011-06-17
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,MORI Yoshiki,森美樹,Non Executive Director,Chairman,1992-05-16,2010-06-18
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,PAN Shu Pin Ban,潘樹斌,Executive Director,,2006-06-14,2010-05-21
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,TSANG Wing Hong,曾永康,Independent Non Executive Director,,1995-06-26,2008-09-24
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,KIMURA Yoichi,木村洋一,Non Executive Director,,1999-06-16,2006-04-26
Aeon Credit Service (Asia) Company Limited,Aeon信貸財務(亞洲)有限公司,900,Current,SHAO You Bao,邵友保,Independent Non Executive Director,,1995-06-26,2006-03-12
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,CHOW Chi Tong,周志堂,Independent Non Executive Director - A/F,,2016-01-29,
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,FUKUDA Makoto,福田真,Non Executive Director,,2021-05-28,
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,GOTO Toshiya,後藤俊哉,Non Executive Director,,2023-04-01,
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,HISANAGA Shinya,久永晋也,Executive Director,,2020-05-26,
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,INOHARA Hiroyuki,猪原弘行,Non Executive Director,,2022-03-25,
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,MIZUNO Hideto,,Independent Non Executive Director,,2018-08-30,
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,NAGASHIMA Takenori,長島武德,Executive Director,Managing Director,2019-10-15,
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,NAKAGAWA Isei,中川伊正,Non Executive Director,Chairman,2021-05-28,
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,SHUM Wing Ting,沈詠婷,Independent Non Executive Director,,2022-12-23,
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,SUGAWARA Isao,,Executive Director,,2021-05-28,2023-03-28
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,LAW Chi Yan Joyce,羅梓忻,Independent Non Executive Director,,2022-01-28,2023-01-01
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,CHAK Kam Yuen,翟錦源,Executive Director,,2013-03-15,2022-05-30
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,CHAN Yi Jen Candi Anna,陳怡蓁,Independent Non Executive Director,,2013-05-24,2022-05-30
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,HABU Yuki,羽生有希,Non Executive Director,,2019-05-16,2022-05-30
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,LO Miu Sheung Betty,羅妙嫦,Independent Non Executive Director,,2013-11-08,2022-01-01
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,NAKAGAWA Isei,中川伊正,Executive Director,,2019-05-16,2021-05-28
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,SUGAWARA Isao,,Non Executive Director,,2021-03-25,2021-05-28
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,YAMASHITA Akinori,,Non Executive Director,,2018-05-18,2021-05-28
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,LAU Chi Sum Sam,劉志森,Executive Director,,2017-03-22,2021-03-27
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,IKUTA Masamitsu,,Executive Director,,2017-03-22,2019-11-25
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,TSUKAHARA Keiji,,Executive Director,,2018-05-24,2019-09-20
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,HABU Yuki,羽生有希,Executive Director,,2017-05-31,2019-05-16
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,WAKO Shinya,若生信 弥,Non Executive Director,,2015-05-20,2018-05-18
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,YAJIMA Hideaki,谷島英明,Executive Director,,2015-05-20,2018-05-18
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,CHAN Pui Man Christine,陳佩雯,Executive Director,Managing Director,2009-09-18,2017-05-31
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,CHENG Yin Ching Anna,鄭燕菁,Independent Non Executive Director - A/F,,2006-06-02,2017-05-31
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,HABU Yuki,羽生有希,Non Executive Director,Chairman,2014-03-21,2017-05-31
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,MIZUSHIMA Yoshiaki,水島吉章,Executive Director,,2014-03-21,2017-03-22
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,SHAM Sui Leung Daniel,沈瑞良,Independent Non Executive Director - A/F,,2004-09-27,2015-05-20
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,OKUNO Yoshinori,奥野善徳,Non Executive Director,Chairman,2011-03-18,2015-04-10
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,AGAWA Yutaka,阿川裕,Non Executive Director,,2012-08-24,2015-03-17
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,SUZUKI Junichi,鈴木順一,Executive Director,,2012-03-16,2015-03-17
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,YASUKAWA Kazuhiko,安川和彥,Non Executive Director,,2014-03-21,2015-03-17
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,CHAN Suk Jing,陳淑貞,Executive Director,,2012-03-16,2014-03-21
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,KOMATSU Takashi,小松隆,Non Executive Director,,2011-03-18,2014-03-21
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,TSUJI Haruyoshi,辻晴芳,Non Executive Director,,2011-03-18,2014-03-21
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,SHAO Kung Chuen,邵公全,Independent Non Executive Director,,2008-05-23,2013-08-09
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,LAM PEI Peggy,林貝聿嘉,Independent Non Executive Director,,1994-01-04,2013-05-24
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,LAM Man Tin Soul,林文鈿,Executive Director,Managing Director,1999-05-12,2012-05-25
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,YONETA Yuji,米田裕二,Executive Director,,2009-09-18,2012-03-16
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,YOSHIDA Akio,吉田昭夫,Non Executive Director,,2011-03-18,2012-03-16
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,TANAKA Akihito,田中秋人,Non Executive Director,Chairman,2006-06-02,2011-05-30
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,BLACK Jerome Thomas,,Non Executive Director,,2010-07-09,2011-03-18
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,FUJITA Kenji,籐田健二,Executive Director,,2010-03-19,2011-03-18
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,ISHII Kazumasa,石井和正,Non Executive Director,,2007-05-23,2011-03-18
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,ORIGUCHI Fumiaki,折口史明,Non Executive Director,,2009-09-18,2011-03-18
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,TOYOSHIMA Masaaki,豊島正明,Non Executive Director,,2007-05-23,2010-07-09
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,WONG Mun Yu,黃敏儒,Executive Director,,1999-05-12,2010-03-19
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,FUKUMOTO Yutaka,福本裕,Executive Director,,2006-06-02,2009-09-18
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,INOUE Susumu,井上進,Non Executive Director,,2008-07-18,2009-09-18
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,AGAWA Yutaka,阿川裕,Executive Director,,2007-05-23,2009-05-22
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,MIYASHITA Naoyuki,宮下直行,Non Executive Director,,2006-05-19,2007-05-23
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,TOKIWA Toshiji,常盤敏時,Non Executive Director,Chairman,2000-06-14,2007-05-23
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,YAMAGUCHI Tatsuichi,山口辰弌,Non Executive Director,,2003-06-19,2007-05-23
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,ISHII Kazumasa,石井和正,Non Executive Director,,2001-05-18,2006-06-02
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,OKADA Motoya,岡田元也,Non Executive Director,,1992-02-21,2006-06-02
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,MIYASHITA Naoyuki,宮下直行,Executive Director,,2005-06-21,2006-05-19
"Aeon Stores (Hong Kong) Co., Limited",永旺（香港）百貨有限公司,984,Current,SHAO You Bao,邵友保,Independent Non Executive Director - A/F,,1993-07-05,2006-03-12
Alco Holdings Limited,愛高集團有限公司,328,Current,CHU Hoi Kan,朱凱勤,Independent Non Executive Director - A/F,,2022-09-09,
Alco Holdings Limited,愛高集團有限公司,328,Current,HO Chak Yu,何澤宇,Executive Director,,2023-01-27,
Alco Holdings Limited,愛高集團有限公司,328,Current,LAM Chi Wing,林至頴,Independent Non Executive Director,,2022-06-16,
Alco Holdings Limited,愛高集團有限公司,328,Current,LEI Kam Chao,李錦秋,Executive Director,Chairman,2022-08-09,
Alco Holdings Limited,愛高集團有限公司,328,Current,TANG Sher Kin,鄧社堅,Independent Non Executive Director,,2022-06-09,
Alco Holdings Limited,愛高集團有限公司,328,Current,YIP Wing Shing,葉永成,Executive Director,,2022-01-24,
Alco Holdings Limited,愛高集團有限公司,328,Current,CHUNG Hau Yeung,鍾孝揚,Executive Director,,2022-01-11,2023-01-27
Alco Holdings Limited,愛高集團有限公司,328,Current,HONG Ting,項婷,Non Executive Director,,2022-06-16,2023-01-27
Alco Holdings Limited,愛高集團有限公司,328,Current,CHOI Ka Ying,蔡家瑩,Independent Non Executive Director - A/F,,2022-06-16,2022-09-09
Alco Holdings Limited,愛高集團有限公司,328,Current,LIU Hoi Keung Gary,廖開強,Executive Director,"Chairman, CEO",2022-06-10,2022-08-09
Alco Holdings Limited,愛高集團有限公司,328,Current,LEUNG Kam Fai,梁錦輝,Executive Director,,2019-09-24,2022-07-04
Alco Holdings Limited,愛高集團有限公司,328,Current,LEE Tak Chi,李德志,Independent Non Executive Director,,2011-11-07,2022-06-16
Alco Holdings Limited,愛高集團有限公司,328,Current,WONG Siu Kee,黃少基,Independent Non Executive Director - A/F,,2022-04-09,2022-06-16
Alco Holdings Limited,愛高集團有限公司,328,Current,WU Zhi Ling,伍志凌,Independent Non Executive Director,,2021-03-12,2022-06-07
Alco Holdings Limited,愛高集團有限公司,328,Current,CHEUNG Johnson,張富紳,Independent Non Executive Director,,2016-04-06,2022-04-09
Alco Holdings Limited,愛高集團有限公司,328,Current,YIU Wang Tsun,姚宏峻,Executive Director,,2021-06-25,2022-04-05
Alco Holdings Limited,愛高集團有限公司,328,Current,LEUNG Wai Sing Wilson,梁偉成,Executive Director,,1992-10-21,2021-12-28
Alco Holdings Limited,愛高集團有限公司,328,Current,LIU Hoi Keung Gary,廖開強,Executive Director,,2020-02-01,2021-06-25
Alco Holdings Limited,愛高集團有限公司,328,Current,CHEUNG Ka Wing,張嘉榮,Independent Non Executive Director,,2019-05-09,2020-12-14
Alco Holdings Limited,愛高集團有限公司,328,Current,LIU Lup Man,廖立民,Executive Director,,2013-10-15,2020-02-01
Alco Holdings Limited,愛高集團有限公司,328,Current,LEUNG Jimmy,梁偉明,Executive Director,,2013-10-15,2019-12-13
Alco Holdings Limited,愛高集團有限公司,328,Current,LI Wah Ming,李華明,Independent Non Executive Director,,1992-11-06,2019-06-30
Alco Holdings Limited,愛高集團有限公司,328,Current,KUOK Kun Man,郭冠文,Executive Director,,1992-11-06,2019-04-01
Alco Holdings Limited,愛高集團有限公司,328,Current,LEUNG Kai Ching Kimen,梁啟禎,Executive Director,Chairman,1992-10-21,2018-06-15
Alco Holdings Limited,愛高集團有限公司,328,Current,LAU Wang Yip Derrick,劉宏業,Independent Non Executive Director - A/F,,2000-07-25,2016-03-17
Alco Holdings Limited,愛高集團有限公司,328,Current,WONG Po Yan,黃保欣,Independent Non Executive Director,,1992-11-06,2011-11-07
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,CHEN Johnny,陳志宏,Independent Non Executive Director - A/F,,2016-01-29,
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,FAN Lu Yuan,樊路遠,Executive Director,"Chairman, CEO",2016-01-01,
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,LI Jie,李捷,Executive Director,,2020-06-24,
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,MENG Jun,孟鈞,Executive Director,,2019-03-05,
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,SONG Li Xin,宋立新,Independent Non Executive Director,,2014-12-22,
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,TONG Xiao Meng,童小幪,Independent Non Executive Director,,2014-06-27,
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,TUNG Pen Hung,董本洪,Non Executive Director,,2023-05-15,
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,LIU Zheng,刘政,Non Executive Director,,2021-10-18,2023-05-15
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,XU Hong,徐宏,Non Executive Director,,2020-01-17,2021-10-18
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,CHANG Yang,常揚,Non Executive Director,,2019-03-05,2020-06-24
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,ZHANG Yu,張彧,Non Executive Director,,2019-03-05,2020-01-17
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,LI Lian Jie,李連杰,Non Executive Director,,2014-12-22,2019-03-05
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,SHAO Xiao Feng,邵曉鋒,Non Executive Director,,2016-11-21,2019-03-05
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,YU Yong Fu,俞永褔,Executive Director,,2016-11-21,2019-03-05
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,ZHANG Wei,張蔚,Executive Director,,2016-01-01,2019-03-05
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,ZHANG Qiang,張強,Executive Director,,2014-08-05,2017-06-23
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,DENG Kang Ming,鄧康明,Executive Director,,2016-01-01,2016-12-23
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,SHAO Xiao Feng,邵曉鋒,Executive Director,Chairman,2014-06-24,2016-11-21
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,YU Yong Fu,俞永褔,Non Executive Director,,2016-08-27,2016-11-21
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,LIU Chun Ning,劉春寧,Executive Director,,2014-06-27,2016-01-01
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,ZHANG Yu,張彧,Independent Non Executive Director - A/F,,2014-06-27,2015-11-03
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,LI Lian Jie,李連杰,Independent Non Executive Director,,2014-06-24,2014-12-22
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,DONG Ping,董平,Executive Director,Chairman,2009-04-23,2014-06-27
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,JIN Hui Zhi,金惠志,Independent Non Executive Director,,2004-12-14,2014-06-27
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,LI Chak Hung,李澤雄,Independent Non Executive Director - A/F,,2004-09-27,2014-06-27
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,LIU Chun Ning,劉春寧,Non Executive Director,,2014-06-24,2014-06-27
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,CHEN Ching,陳靜,Independent Non Executive Director,,2004-09-27,2014-06-24
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,KONG Muk Yin,江木賢,Non Executive Director,,2010-12-30,2014-06-24
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,NG Qing Hai,黃清海,Executive Director,CEO,2001-05-15,2014-06-24
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,ZHAO Chao,趙超,Executive Director,,2009-04-23,2014-06-24
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,KONG Muk Yin,江木賢,Executive Director,,2007-07-04,2010-12-30
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,WONG Peng Chong,王炳忠,Executive Director,,2007-07-04,2009-12-09
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,CHONG Sok Un,莊舜而,Non Executive Director,,2007-06-25,2009-04-23
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,LI Chi Kong,李志剛,Executive Director,,2002-01-16,2007-07-04
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,WONG Ping Iris,王萍,Executive Director,,2006-10-16,2007-07-04
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,KO Sing Ming,高成明,Executive Director,,2001-05-15,2006-10-16
Alibaba Pictures Group Limited,阿里巴巴影業集團有限公司,1060,Current,LEE Siu Chung Steven,李兆忠,Non Executive Director,,2004-02-04,2006-10-16
Allan International Holdings Limited,亞倫國際集團有限公司,684,Current,CHEUNG Lai Chun Maggie,張麗珍,Executive Director,Chairman,1992-08-14,
Allan International Holdings Limited,亞倫國際集團有限公司,684,Current,CHEUNG Lai See Sophie,張麗斯,Executive Director,,1995-09-22,
Allan International Holdings Limited,亞倫國際集團有限公司,684,Current,CHEUNG Shu Sang William,張樹生,Executive Director,,2016-09-28,
Allan International Holdings Limited,亞倫國際集團有限公司,684,Current,CHEUNG Shu Wan,張樹穩,Executive Director,Managing Director,1992-08-14,
Allan International Holdings Limited,亞倫國際集團有限公司,684,Current,CHOY Wai Sheun Susan,蔡慧旋,Independent Non Executive Director - A/F,,2019-08-06,
Allan International Holdings Limited,亞倫國際集團有限公司,684,Current,LAI Ah Ming Leon,黎雅明,Independent Non Executive Director,,1995-12-12,
Allan International Holdings Limited,亞倫國際集團有限公司,684,Current,LO Chor Cheong Colin,盧楚鏘,Independent Non Executive Director,,2022-09-09,
Allan International Holdings Limited,亞倫國際集團有限公司,684,Current,LO Chung Mau,盧寵茂,Independent Non Executive Director,,1997-11-18,2022-06-10
Allan International Holdings Limited,亞倫國際集團有限公司,684,Current,CHEUNG Lun,張倫,Non Executive Director,,2017-03-17,2020-02-16
